HOIP entry ID,Khazana ID,Organic cation source,Label,Material class,Geometry class,Organic cation chemical formula,Number of atom types,Total number of atoms,Atom types,Number of each atom,"Bandgap, HSE06 (eV)","Bandgap, GGA (eV)",Kpoint for VBM,Kpoint for CBM,"Dielectric constant, electronic","Dielectric constant, ionic","Dielectric constant, total",Refractive index,Atomization energy (eV/atom),Relative energy1 (eV/atom),Relative energy2 (eV/atom),Volume of the unit cell (A^3),Density (g/cm^3),Tool,Pseudopotential,Note,Created by
0642,2492,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Sn Cl,3 10 1  1 3,4.2105,3.2806,"0.5, 0.5, 0.5","-0.3, 0, 0.3571",3.0387,2.6202,5.6589,1.7432,-4.474,-0.102,0.1218,229.71,2.0616,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0643,2493,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Sn Cl,3 10 1  1 3,4.4416,3.4837,"0.5, 0.5, 0.5","0.4167, 0, 0.4",3.0488,2.7081,5.7569,1.7461,-4.473,-0.1011,0.1227,223.27,2.1211,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0644,2494,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,2.7985,2.0435,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.6098,32.4477,36.0576,1.8999,-4.5543,-0.0897,0.1621,210.34,2.2356,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0645,2495,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,2.6822,1.9365,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.6385,7.3878,11.0263,1.9075,-4.5517,-0.0871,0.1647,209.59,2.2436,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0646,2496,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,3.3093,2.5533,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.5495,6.0929,9.6424,1.884,-4.5515,-0.0869,0.1649,207.88,2.262,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0647,2497,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,3.0009,2.2266,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.6157,6.6041,10.2198,1.9015,-4.5506,-0.086,0.1657,205.42,2.2891,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0648,2498,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,3.8071,2.8082,"0.4474, 0.5, 0.4474","0.5, 0.5, 0",3.2073,4.007,7.2143,1.7909,-4.5411,-0.0765,0.1753,213.99,2.1974,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0649,2499,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,3.3829,2.3613,"0.5, 0.5, 0.5","0.5, 0.5, 0",3.3151,6.2403,9.5554,1.8207,-4.5408,-0.0762,0.1756,215.25,2.1846,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0650,2500,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,3.5483,2.5546,"0.5, 0.5, 0.5","0.5, 0.5, 0",3.3028,6.2581,9.5609,1.8174,-4.5422,-0.0776,0.1742,213.38,2.2037,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0651,2501,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,4.2704,3.3432,"0.5, 0.2, 0.3","0.3571, 0, 0.5",3.3759,7.2432,10.6191,1.8374,-4.5401,-0.0755,0.1762,204.68,2.2974,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0652,2502,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,4.2931,3.3424,"-0.25, 0.2, 0.5","0.5, 0, 0.3571",3.2975,17.7815,21.079,1.8159,-4.5403,-0.0757,0.176,206.47,2.2775,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0653,2503,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,4.2643,3.3174,"0.5, 0.2, 0.1","0.3333, 0, 0.5",3.3129,21.0657,24.3786,1.8201,-4.5402,-0.0756,0.1762,206.02,2.2824,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0654,2504,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,4.2639,3.3161,"0.25, 0.2, 0.5","0.5, 0, 0.3571",3.3064,16.6114,19.9178,1.8184,-4.5404,-0.0758,0.176,206.42,2.278,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0655,2505,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,4.2417,3.2933,"0.4286, -0.25, 0.4","0.3571, 0, 0.5",3.3039,16.0962,19.4001,1.8177,-4.5406,-0.076,0.1758,207.09,2.2706,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0656,2506,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,4.2971,3.3461,"-0.25, 0.2, 0.5","0.5, 0, 0.3571",3.2949,11.5718,14.8667,1.8152,-4.5403,-0.0757,0.1761,206.44,2.2778,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0657,2507,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,4.2391,3.2956,"0.4286, -0.25, 0.2","0.3571, 0, 0.5",3.3076,12.774,16.0816,1.8187,-4.5404,-0.0758,0.176,207.34,2.2679,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0658,2508,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,3.9654,3.0006,"0.2632, 0.5, 0.2632","0, 0.5, 0.5",3.4554,10.1482,13.6035,1.8589,-4.5345,-0.0699,0.1819,204.87,2.2953,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0659,2509,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,3.9311,2.9893,"-0.1, 0.3333, 0.5","0, 0.5, 0",3.0149,4.4133,7.4282,1.7363,-4.5291,-0.0645,0.1873,220.88,2.1289,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0660,2510,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Sn Cl,3 8 1  1 3,4.125,3.1256,"0.5, 0.5, 0.5","0.1316, 0.5, 0",2.9697,2.3085,5.2782,1.7233,-4.5228,-0.0582,0.1936,220.8,2.1297,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0661,2511,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Sn Cl,3 5 2  1 3,3.162,2.3972,"0.5, 0.5, 0.5","-0.3571, 0.5, 0.3571",3.5135,14.7215,18.235,1.8744,-5.0181,0.1027,0.3905,214.84,2.2736,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0662,2512,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Sn Cl,3 5 2  1 3,3.6688,2.8666,"0.5, 0.5, 0.5","0.5, 0.5, 0.3571",3.5306,4.9338,8.4643,1.879,-5.0217,0.0992,0.3869,207.08,2.3588,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0663,2513,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Sn Cl,3 5 2  1 3,3.4493,2.6194,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.4788,3.8034,7.2822,1.8651,-5.0218,0.0991,0.3868,210.6,2.3194,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0664,2514,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Sn Cl,3 5 2  1 3,3.4074,2.6108,"0.5, 0.5, 0.5","0.5, 0.3571, 0.5",3.4872,3.9474,7.4346,1.8674,-5.0217,0.0992,0.3869,209.99,2.3261,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0665,2515,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Sn Cl,3 5 2  1 3,4.1084,3.2226,"0.5, 0.1, 0.5","0, 0, 0",3.5036,11.1486,14.6522,1.8718,-5.0179,0.103,0.3907,206.02,2.371,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0666,2516,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Sn Cl,3 5 2  1 3,4.1033,3.2146,"0.5, 0.1364, 0.5","0, 0, 0",3.5041,10.076,13.5801,1.8719,-5.0178,0.103,0.3908,206.05,2.3706,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0667,2517,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Sn Cl,3 5 2  1 3,4.1879,3.2605,"0.5, 0.2, 0.5","0, 0, 0",3.4822,14.5762,18.0584,1.8661,-5.0167,0.1041,0.3919,205.28,2.3795,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0668,2518,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Tin Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Sn Cl,3 5 2  1 3,4.1245,3.1997,"0.5, 0.1, 0.5","0, 0, 0",3.5047,10.8537,14.3584,1.8721,-5.0182,0.1026,0.3904,206.23,2.3686,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0669,2519,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Tin Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Sn Br,2 8 1  1 3,2.3125,1.66,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",4.2899,12.9572,17.2471,2.0712,-4.2775,0.01,0.2174,228.41,2.9322,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0670,2520,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Tin Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Sn Br,2 8 1  1 3,2.2339,1.5308,"0.5, 0.5, 0.5","0.5, 0.5, 0.4474",4.3128,10.9835,15.2963,2.0767,-4.276,0.0115,0.219,228.51,2.9309,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
