HOIP entry ID,Khazana ID,Organic cation source,Label,Material class,Geometry class,Organic cation chemical formula,Number of atom types,Total number of atoms,Atom types,Number of each atom,"Bandgap, HSE06 (eV)","Bandgap, GGA (eV)",Kpoint for VBM,Kpoint for CBM,"Dielectric constant, electronic","Dielectric constant, ionic","Dielectric constant, total",Refractive index,Atomization energy (eV/atom),Relative energy1 (eV/atom),Relative energy2 (eV/atom),Volume of the unit cell (A^3),Density (g/cm^3),Tool,Pseudopotential,Note,Created by
0256,2106,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Methylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3NH3,5,12,C H N  Ge Br,1 6 1  1 3,3.7062,2.8043,"0.5, -0.1667, 0.3","0.5, 0.5, 0",3.8619,8.9226,12.7845,1.9652,-4.0513,0.3055,0.5147,194.93,2.9236,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0257,2107,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Methylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3NH3,5,12,C H N  Ge Br,1 6 1  1 3,3.7584,2.8048,"-0.25, -0.25, 0.0833","0.5, 0, 0.5",3.7561,9.1169,12.873,1.9381,-4.0478,0.309,0.5182,197.25,2.8892,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0258,2108,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Methylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3NH3,5,12,C H N  Ge Br,1 6 1  1 3,3.3669,2.5222,"0.5, 0.2, 0.5","0.5, 0, 0.5",4.0859,22.9923,27.0782,2.0214,-4.0511,0.3057,0.515,190.95,2.9845,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0259,2109,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Methylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3NH3,5,12,C H N  Ge Br,1 6 1  1 3,3.3631,2.5432,"-0.1, -0.2273, 0.25","-0.4, 0, 0.4375",3.9683,5.6631,9.6314,1.9921,-4.0501,0.3067,0.5159,197.1,2.8914,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0260,2110,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Guanidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C(NH2)3,5,14,C H N  Ge Br,1 6 3  1 3,3.0981,2.2922,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.8322,4.1292,7.9614,1.9576,-4.5936,0.4868,0.6661,215.88,2.8553,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0261,2111,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Guanidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C(NH2)3,5,14,C H N  Ge Br,1 6 3  1 3,2.876,2.091,"0.5, 0.5, 0.5","0.4737, 0.5, 0.4737",3.9515,5.4452,9.3967,1.9878,-4.5932,0.4872,0.6665,213.6,2.8858,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0262,2112,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Guanidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C(NH2)3,5,14,C H N  Ge Br,1 6 3  1 3,3.7375,2.8096,"0.375, 0.1818, 0.0833","0, 0.0455, 0.5",3.8574,6.826,10.6834,1.964,-4.5965,0.4839,0.6632,206.41,2.9863,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0263,2113,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge Br,4 1  1 3,2.2463,1.6643,"0.5, 0.5, 0.5","0.4474, 0.4474, 0.4474",4.7993,9.2078,14.0071,2.1907,-3.7562,0.5346,0.7856,182.42,3.142,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0264,2114,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge Br,4 1  1 3,3.1612,2.3743,"0.5, -0.2778, 0.1667","0.5, 0.5, 0.5",4.5086,25.4957,30.0043,2.1233,-3.7678,0.5229,0.774,173.6,3.3016,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0265,2115,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge Br,4 1  1 3,3.1734,2.3568,"0.1, 0.3, 0.5","0.5, 0, 0.5",4.514,34.26,38.774,2.1246,-3.7663,0.5245,0.7755,173.43,3.3049,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0266,2116,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge Br,4 1  1 3,3.0125,2.2068,"0.5, 0, 0.5","0.5, 0.5, 0",4.599,21.0124,25.6114,2.1445,-3.7632,0.5276,0.7786,171.62,3.3397,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0267,2117,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge Br,4 1  1 3,3.5621,2.6883,"0.5, 0, 0.5","0.5, 0, 0.3571",4.2999,14.4877,18.7875,2.0736,-3.7636,0.5271,0.7782,174.22,3.2899,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0268,2118,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge Br,4 1  1 3,3.5873,2.7062,"0.5, 0, 0.5","0.5, 0, 0.5",4.208,17.0706,21.2786,2.0513,-3.7539,0.5369,0.7879,177.61,3.2271,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0269,2119,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge Br,4 1  1 3,3.5474,2.6843,"0.5, 0, 0.5","0.5, 0, 0.3571",4.3486,13.2536,17.6022,2.0853,-3.7628,0.528,0.779,173.31,3.3072,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0270,2120,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Formamidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),HC(NH2)2,5,12,C H N  Ge Br,1 5 2  1 3,2.584,1.8606,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",4.1733,5.4093,9.5826,2.0429,-4.4087,0.0406,0.2499,201.38,2.9371,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0271,2121,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Formamidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),HC(NH2)2,5,12,C H N  Ge Br,1 5 2  1 3,2.6354,1.9287,"0, 0.5, 0.5","0.4474, 0.5, 0.4474",4.1452,8.2156,12.3608,2.036,-4.3969,0.0524,0.2616,209.01,2.8299,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0272,2122,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Formamidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),HC(NH2)2,5,12,C H N  Ge Br,1 5 2  1 3,3.9902,3.0108,"-0.4286, -0.2857, 0.4286","0.5, 0.5, 0.5",3.5783,2.2525,5.8309,1.8916,-4.271,0.1783,0.3875,206.96,2.8579,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0273,2123,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Tetramethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)4N,5,21,C H N  Ge Br,4 12 1  1 3,3.4691,2.6041,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.2629,1.5646,4.8275,1.8064,-4.475,0.0477,0.1458,264.45,2.4192,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0274,2124,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Tetramethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)4N,5,21,C H N  Ge Br,4 12 1  1 3,3.6877,2.7818,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.2066,1.4338,4.6404,1.7907,-4.4753,0.0474,0.1455,266.44,2.4012,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0275,2125,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Tetramethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)4N,5,21,C H N  Ge Br,4 12 1  1 3,4.0197,3.0436,"0.4167, 0.4375, 0","0.5, 0.5, 0",3.0587,1.6517,4.7105,1.7489,-4.4691,0.0535,0.1516,274.73,2.3287,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0276,2126,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge Br,5 2  1 3,2.1431,1.5009,"0.5, 0.5, 0.5","0.5, 0.5, 0.4211",4.6552,11.349,16.0042,2.1576,-3.939,0.5682,0.7964,188.55,3.0312,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0277,2127,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge Br,5 2  1 3,2.3636,1.7989,"0.1, 0.5, 0.5","-0.1, 0.5, 0.4091",4.772,10.1162,14.8882,2.1845,-3.9377,0.5694,0.7977,187.18,3.0534,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0278,2128,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge Br,5 2  1 3,3.557,2.6675,"0, 0.0714, 0.5","0, 0.5, 0",4.2537,17.8661,22.1198,2.0624,-3.9543,0.5529,0.7811,177.36,3.2224,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0279,2129,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge Br,5 2  1 3,3.7476,2.7535,"0.2105, 0.5, 0.2105","0.5, 0.5, 0",4.1295,59.9536,64.0831,2.0321,-3.9315,0.5756,0.8039,183.16,3.1204,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0280,2130,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge Br,5 2  1 3,3.8742,2.9277,"0.1, 0, 0.3","0.5, 0.1667, 0",3.9983,6.6029,10.6013,1.9996,-3.936,0.5712,0.7994,183.18,3.12,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0281,2131,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge Br,5 2  1 3,3.3637,2.5268,"0.5, 0.0455, 0.5","0.5, 0.5, 0.5",4.3198,38.3237,42.6436,2.0784,-3.9531,0.5541,0.7824,178.6,3.2001,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0282,2132,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge Br,5 2  1 3,3.3706,2.584,"0.5, 0, 0.5","0.1, 0, 0.5",4.3534,18.3645,22.7179,2.0865,-3.9556,0.5516,0.7798,177.32,3.2232,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0283,2133,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge Br,5 2  1 3,3.814,2.84,"0.5, 0.5, 0","0.5, 0.0714, 0",4.0551,7.9144,11.9695,2.0137,-3.9336,0.5736,0.8018,182.63,3.1294,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0284,2134,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge Br,5 2  1 3,3.1659,2.41,"0.5, 0, 0.5","0.1, 0.5, 0.5",4.412,20.2968,24.7089,2.1005,-3.9558,0.5514,0.7796,177.72,3.2159,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0285,2135,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge Br,5 2  1 3,3.3948,2.5642,"0.5, 0, 0.5","0.5, 0, 0",4.2954,13.7776,18.073,2.0725,-3.9549,0.5523,0.7805,178.66,3.199,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0286,2136,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge Br,5 2  1 3,3.3311,2.5524,"0.5, 0.0385, 0.5","0, 0.0385, 0.5",4.4165,24.3209,28.7374,2.1015,-3.9538,0.5533,0.7816,176.84,3.2319,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0287,2137,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Ammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH4,4,9,H N  Ge Br,4 1  1 3,3.737,2.794,"-0.2, 0.1429, 0.25","0.5, 0.5, 0",4.0025,9.5188,13.5213,2.0006,-3.7177,0.5519,0.8309,174.37,3.1347,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0288,2138,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Ammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH4,4,9,H N  Ge Br,4 1  1 3,2.7559,2.0807,"0.5, 0.5, 0.5","0.5, 0.5, 0.4211",4.1567,6.377,10.5337,2.0388,-3.7211,0.5485,0.8274,188.71,2.8965,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0289,2139,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Ammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH4,4,9,H N  Ge Br,4 1  1 3,3.7148,2.7747,"-0.2, -0.1429, 0.25","0.5, 0.5, 0",4.0355,10.1411,14.1766,2.0089,-3.7175,0.5521,0.831,173.67,3.1473,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0290,2140,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Ammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH4,4,9,H N  Ge Br,4 1  1 3,3.7096,2.7815,"0.2778, 0.0714, 0.1667","0, -0.2857, 0.4167",4.0339,11.0858,15.1197,2.0085,-3.7175,0.5521,0.8311,173.9,3.1432,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0291,2141,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge Br,3 10 1  1 3,3.2061,2.3621,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.4135,1.959,5.3725,1.8476,-4.3868,0.0787,0.2182,242.72,2.5399,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0292,2142,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge Br,3 10 1  1 3,3.3833,2.5035,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.3895,1.9429,5.3324,1.8411,-4.3854,0.08,0.2195,243.6,2.5307,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0293,2143,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge Br,3 10 1  1 3,3.8719,2.9536,"0.5, 0.5, 0.2895","0.5, 0.5, 0.5",3.2756,2.4949,5.7705,1.8099,-4.3848,0.0807,0.2201,245.92,2.5068,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0294,2144,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge Br,3 10 1  1 3,3.8937,2.9518,"0.3421, 0.3421, 0.3421","0.5, 0.5, 0.5",3.2725,2.9974,6.27,1.809,-4.3845,0.0809,0.2204,245.72,2.5089,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0295,2145,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge Br,3 10 1  1 3,3.4825,2.5763,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.3188,2.1921,5.5109,1.8217,-4.3773,0.0881,0.2276,249.89,2.467,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0296,2146,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge Br,3 10 1  1 3,4.0596,3.0972,"0.375, -0.1, 0.1667","0, 0.1, 0.5",3.1909,1.726,4.9169,1.7863,-4.3723,0.0932,0.2326,248.49,2.4809,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0297,2147,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge Br,3 10 1  1 3,4.2042,3.2416,"0.1667, 0.5, 0.5","0.5, 0, 0.5",3.1662,1.5791,4.7453,1.7794,-4.3783,0.0872,0.2267,249.59,2.47,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0298,2148,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge Br,3 10 1  1 3,3.8435,2.9322,"0.4286, 0.3125, 0.375","0.3571, 0, 0.25",3.4025,2.5447,5.9471,1.8446,-4.3721,0.0934,0.2329,244.96,2.5166,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0299,2149,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge Br,3 10 1  1 3,4.1936,3.2185,"0.0833, 0.3125, 0.4","0.3333, 0, 0.5",3.2715,2.0893,5.3608,1.8087,-4.3764,0.0891,0.2286,241.84,2.5491,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0300,2150,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,2.8197,2.0482,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.7899,3.8747,7.6646,1.9468,-4.4418,0.128,0.2849,227.44,2.6958,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
