,ToleranceFactor
1272,1.0791869870074164
1273,1.1326059709136491
1274,1.1319884104060627
1275,1.1319884104060627
1276,1.1483537638571049
1277,1.1242689040612313
1278,1.165645458069527
1279,0.9297373441714823
1280,0.9294285639176891
1281,1.352766291868238
1282,0.9291197836638959
1283,0.9297373441714823
1284,0.9738929204639175
1285,1.093390878681906
1286,1.093390878681906
1287,1.6041134184559451
1288,0.699078494587923
1289,0.7710242937217507
1290,0.7555852810320881
1291,0.8438964336169582
1292,0.8374120482873
1293,0.853468621484549
1294,0.6987697143341298
1295,1.7078635837304779
1296,1.6235665744449201
1297,1.90270392387402
1298,1.1486625441108982
1299,1.1486625441108982
1300,1.1492801046184846
1301,0.9198563760500983
1302,1.7270079594656593
1303,0.9198563760500983
1304,0.9479553791452843
1305,0.9198563760500983
1306,0.9189300352887184
1307,0.9201651563038916
1308,1.2264751680667976
1309,0.9198563760500983
1310,0.6802428991065347
1311,0.679625338598948
1312,0.6799341188527412
1313,1.1279742671067503
1314,1.1279742671067503
1315,1.1270479263453705
1316,1.1270479263453705
1317,1.1258128053301975
1318,1.1267391460915772
1319,1.1279742671067503
1320,1.1285918276143367
1321,1.1292093881219232
1322,1.1292093881219232
1323,1.1292093881219232
1324,1.1597786332474553
1325,1.031943608177049
1326,1.0310172674156692
1327,1.031943608177049
1328,1.0310172674156692
1329,1.0606601717798214
1330,1.0421333565522262
1331,1.5355642021138434
1332,1.0415157960446397
1333,1.0334875094460152
1334,1.4160662438958547
1335,1.3379448396861617
1336,1.0365753119839476
1337,1.7776479210877527
1338,2.1555949517306936
1339,1.3024351104999377
1340,1.0634391940639605
1341,1.0489265221356776
1342,1.0489265221356776
1343,1.0489265221356776
1344,1.049235302389471
1345,1.0489265221356776
