ID(Khazana),Material composition,CationA,CationB,Anion X,rMass,rIon,ToleranceFactor,class,total_number,atom_type,tool,potential,"Band Gap, HSE06 (eV)","Band Gap, GGA (eV)",dielectric_total,dielectric_electron,dielectric_ion,atomization_energy[eV/atom],total_energy[eV],cutoff_energy[eV],k-points,author,,,
2683,C2H8N1Sn1I3,C2H8N1,Sn1,I3,1.299,C12,1.13478233,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.91,2.23,21.1972,3.1419,18.0553,-4.5987,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2684,C2H8N1Sn1I3,C2H8N1,Sn1,I3,1.297,C12,1.134162061,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.91,2.23,15.5315,3.1288,12.4027,-4.6022,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2685,C2H8N1Sn1I3,C2H8N1,Sn1,I3,2.414,C13,1.480582357,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.03,2.26,13.8043,3.3136,10.4907,-4.5869,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2686,C2H8N1Sn1I3,C2H8N1,Sn1,I3,1.297,C12,1.134162061,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.93,2.14,46.2528,3.1681,43.0846,-4.5894,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2687,C2H7N2Sn1I3,C2H7N2,Sn1,I3,1.468,C1,1.187195069,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,1.9,1.32,9.289,3.1687,6.1203,-4.6,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2688,C2H7N2Sn1I3,C2H7N2,Sn1,I3,1.468,C1,1.187195069,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,1.93,1.36,15.8901,3.1194,12.7707,-4.5996,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2689,C2H7N2Sn1I3,C2H7N2,Sn1,I3,1.467,C1,1.186884935,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,1.8,1.23,15.8125,3.1946,12.6178,-4.609,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2690,C2H7N2Sn1I3,C2H7N2,Sn1,I3,1.519,C1,1.203011932,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.93,2.18,4.2375,2.7059,1.5316,-4.7995,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2691,C2H7N2Sn1I3,C2H7N2,Sn1,I3,1.442,C1,1.179131571,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.12,2.36,7.782,3.1572,4.6248,-4.8409,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2692,C2H7N2Sn1I3,C2H7N2,Sn1,I3,1.581,C1,1.222240274,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.12,2.3,10.4668,3.1281,7.3388,-5.0048,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2693,C1H6N1Sn1I3,C1H6N1,Sn1,I3,0.81,C10,0.983126533,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,1.56,1.03,13.1236,3.1791,9.9445,-4.4863,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2694,C1H6N1Sn1I3,C1H6N1,Sn1,I3,0.811,C10,0.983436668,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,1.55,1.06,12.1728,3.2184,8.9544,-4.4925,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2695,C1H6N1Sn1I3,C1H6N1,Sn1,I3,2.16,C10,1.40180818,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.63,1.92,11.2763,3.1022,8.1741,-4.4783,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2696,C1H6N1Sn1I3,C1H6N1,Sn1,I3,0.809,C10,0.982816399,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.09,2.31,19.3273,3.262,16.0653,-4.5045,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2697,C1H6N1Sn1I3,C1H6N1,Sn1,I3,0.81,C10,0.983126533,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.38,1.78,20.9045,3.3072,17.5972,-4.4991,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2698,C1H6N1Sn1I3,C1H6N1,Sn1,I3,0.952,C10,1.02716564,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.25,1.62,10.7679,3.2333,7.5346,-5.0954,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2699,C1H6N3Sn1I3,C1H6N3,Sn1,I3,1.341,N11,1.5509829,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,1.79,1.24,7.9743,3.0995,4.8748,-5.1045,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2700,C1H6N3Sn1I3,C1H6N3,Sn1,I3,1.342,N13,1.551293035,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,1.64,1.09,8.6485,2.8582,5.7903,-4.6515,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2701,C1H6N3Sn1I3,C1H6N3,Sn1,I3,2.985,N12,2.060844106,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.63,1.92,13.8155,3.0509,10.7647,-4.6407,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2702,H4N1O1Sn3I,H4N1O1,Sn3,I1,0.065,N9,1.15525121,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,1.97,1.49,10.172,2.9958,7.1762,-4.629,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2703,H4N1O1Sn3I,H4N1O1,Sn3,I1,0.294,N9,1.226272023,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.08,1.49,9.5566,3.0567,6.4999,-4.6346,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2704,H4N1O1Sn3I,H4N1O1,Sn3,I1,0.243,N9,1.210455161,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.13,1.55,9.026,3.0491,5.9769,-4.6667,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2705,H4N1O1Sn3I,H4N1O1,Sn3,I1,0.528,N9,1.298843509,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.11,1.51,16.594,3.1774,13.4166,-4.6579,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2706,H4N1O1Sn3I,H4N1O1,Sn3,I1,0.504,N9,1.291400279,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.87,2.14,11.1557,3.0978,8.0579,-5.017,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2707,H4N1O1Sn3I,H4N1O1,Sn3,I1,0.56,N9,1.308767814,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.9,2.17,8.3607,3.0659,5.2948,-5.0261,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2708,H4N1O1Sn3I,H4N1O1,Sn3,I1,0.064,N9,1.154941076,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.4,1.79,7.9029,3.051,4.8518,-5.0259,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2709,C1H5N2Sn1I3,C1H5N2,Sn1,I3,3.298,N6,2.157916221,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,1.67,1.16,6.8253,3.0445,3.7808,-5.0257,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2710,C1H5N2Sn1I3,C1H5N2,Sn1,I3,3.245,N5,2.14147909,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,1.56,1.06,6.3079,3.044,3.264,-5.0247,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2711,C1H5N2Sn1I3,C1H5N2,Sn1,I3,4.059,C12,1.990753697,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.18,2.38,6.2146,3.0444,3.1702,-5.025,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2712,C4H12N1Sn1I3,C4H12N1,Sn1,I3,1.523,C1,1.20425247,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,2.15,1.55,11.4714,2.9742,8.4973,-4.7005,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2713,C4H12N1Sn1I3,C4H12N1,Sn1,I3,1.523,C3,1.20425247,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,3.14,2.33,11.0333,2.8406,8.1927,-4.6991,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2714,H5N2Sn1I3,H5N2,Sn1,I3,0.779,N10,1.376687281,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,1.52,1.06,7.2904,2.8799,4.4105,-4.7054,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2715,H5N2Sn1I3,H5N2,Sn1,I3,3.327,N10,2.166910123,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,1.58,1.18,7.7594,2.8902,4.8692,-4.704,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2716,H5N2Sn1I3,H5N2,Sn1,I3,0.779,N10,1.376687281,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.56,1.86,8.0039,2.9011,5.1028,-4.7042,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2717,H5N2Sn1I3,H5N2,Sn1,I3,0.845,N10,1.397156162,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.01,2.19,7.2424,2.9576,4.2848,-4.718,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2718,H5N2Sn1I3,H5N2,Sn1,I3,0.828,N10,1.391883875,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.96,2.18,8.0124,2.9696,5.0429,-4.7167,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2719,H5N2Sn1I3,H5N2,Sn1,I3,0.779,N10,1.376687281,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.08,1.52,12.1012,3.0153,9.0859,-4.7186,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2720,H5N2Sn1I3,H5N2,Sn1,I3,0.777,N10,1.376067012,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.96,2.22,13.0703,2.9999,10.0704,-4.72,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2721,H5N2Sn1I3,H5N2,Sn1,I3,0.776,N10,1.375756878,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.95,2.19,5.9867,2.8148,3.1719,-4.7774,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2722,H5N2Sn1I3,H5N2,Sn1,I3,0.78,N10,1.376997416,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.01,1.48,8.348,2.9054,5.4426,-4.7876,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2723,H5N2Sn1I3,H5N2,Sn1,I3,1.751,N10,1.678138067,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.12,1.51,6.9534,2.8315,4.1218,-4.7862,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2724,H5N2Sn1I3,H5N2,Sn1,I3,0.78,N10,1.376997416,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.15,1.58,12.6185,2.8803,9.7381,-4.788,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2725,H4N1Sn1I3,H4N1,Sn1,I3,0.003,N5,1.136022868,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,3.16,2.31,9.4118,2.8969,6.5148,-4.8076,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2726,H4N1Sn1I3,H4N1,Sn1,I3,1.46,SKIP,1.135092465,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,2.31,1.72,6.9189,2.8529,4.066,-4.811,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2727,H4N1Sn1I3,H4N1,Sn1,I3,0.002,N5,1.135712734,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,3.15,2.3,6.551,2.8289,3.7221,-4.8085,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2728,H4N1Sn1I3,H4N1,Sn1,I3,0.002,N5,1.135712734,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,3.09,2.34,5.3939,2.9204,2.4735,-4.7912,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2729,C3H10N1Sn1I3,C3H10N1,Sn1,I3,1.455,C1,1.18316332,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.01,1.38,7.3552,2.8482,4.5071,-4.8116,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2730,C3H10N1Sn1I3,C3H10N1,Sn1,I3,1.456,C1,1.183473455,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,1.97,1.36,6.4734,2.8102,3.6632,-4.8325,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2731,C3H10N1Sn1I3,C3H10N1,Sn1,I3,1.453,C1,1.182543051,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.15,1.5,7.5973,2.8325,4.7648,-4.8294,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2732,C3H10N1Sn1I3,C3H10N1,Sn1,I3,1.452,C1,1.182232917,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.24,1.64,7.3959,2.7335,4.6625,-4.8344,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2733,C3H10N1Sn1I3,C3H10N1,Sn1,I3,1.448,C3,1.180992378,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.59,1.93,6.3063,2.7379,3.5685,-4.8333,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2734,C3H10N1Sn1I3,C3H10N1,Sn1,I3,1.453,C1,1.182543051,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,1.94,1.39,6.2627,2.8785,3.3842,-4.7685,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2735,C3H10N1Sn1I3,C3H10N1,Sn1,I3,1.451,C2,1.181922782,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.88,2.12,6.5877,2.943,3.6447,-4.7694,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2736,C3H10N1Sn1I3,C3H10N1,Sn1,I3,1.459,C1,1.184403858,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.83,2.1,6.7659,2.9103,3.8557,-4.7944,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2737,C3H10N1Sn1I3,C3H10N1,Sn1,I3,1.459,C1,1.184403858,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.98,2.17,15.102,2.9633,12.1387,-4.7818,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2738,C3H10N1Sn1I3,C3H10N1,Sn1,I3,1.458,C1,1.184093724,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.86,2.15,6.6176,2.896,3.7216,-4.7815,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2739,C3H10N1Sn1I3,C3H10N1,Sn1,I3,1.557,C1,1.214797045,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.06,2.27,5.9996,2.8854,3.1142,-4.7837,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2740,C3H8N1Sn1I3,C3H8N1,Sn1,I3,1.142,C14,1.086091205,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,1.67,1.1,5.4986,2.8904,2.6081,-4.7938,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2741,C3H8N1Sn1I3,C3H8N1,Sn1,I3,1.139,C14,1.085160801,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,1.74,1.19,5.3881,2.8355,2.5527,-4.7958,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2742,C3H8N1Sn1I3,C3H8N1,Sn1,I3,1.141,C14,1.085781071,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,1.83,1.32,11.4608,2.8922,8.5686,-4.8014,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2743,C3H8N1Sn1I3,C3H8N1,Sn1,I3,1.139,C14,1.085160801,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,1.58,1.03,9.9202,2.7957,7.1245,-4.7962,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2744,C3H8N1Sn1I3,C3H8N1,Sn1,I3,1.306,C13,1.136953272,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.61,1.87,7.8065,2.8424,4.964,-4.7312,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2745,C3H8N1Sn1I3,C3H8N1,Sn1,I3,1.179,C13,1.097566184,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.45,1.71,7.4374,3.0047,4.4327,-4.7235,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2746,C3H8N1Sn1I3,C3H8N1,Sn1,I3,2.759,C13,1.587578778,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.58,1.85,7.0541,2.9582,4.0959,-4.7274,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2747,C3H8N1Sn1I3,C3H8N1,Sn1,I3,1.172,C14,1.095395242,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.89,2.23,8.1018,2.9303,5.1715,-4.7376,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2748,C3H8N1Sn1I3,C3H8N1,Sn1,I3,1.143,C13,1.08640134,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.18,2.38,8.7226,3.0202,5.7023,-4.7243,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2749,C3H8N1Sn1I3,C3H8N1,Sn1,I3,2.376,C14,1.468797244,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.17,2.38,7.6217,2.9576,4.6641,-4.7293,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2750,C3H8N1Sn1I3,C3H8N1,Sn1,I3,2.368,C14,1.466316167,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.14,2.35,7.8591,2.9251,4.934,-4.7384,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2751,C3H8N1Sn1I3,C3H8N1,Sn1,I3,2.253,C14,1.430650694,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.06,2.27,8.6277,2.8937,5.734,-4.7296,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2752,C3H8N1Sn1I3,C3H8N1,Sn1,I3,1.155,C14,1.090122954,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.9,2.24,7.4225,2.9434,4.4791,-4.7258,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2753,C3H8N1Sn1I3,C3H8N1,Sn1,I3,3.579,N16,2.24506403,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.75,2.04,6.8347,3.0204,3.8143,-4.7354,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2754,C3H8N1Sn1I3,C3H8N1,Sn1,I3,4.761,C14,2.208468153,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3,2.24,7.1224,2.9648,4.1576,-4.7395,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2755,C3H8N1Sn1I3,C3H8N1,Sn1,I3,2.073,C14,1.374826474,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3,2.17,35.3936,4.5272,30.8663,-4.7681,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2756,C3H5N2Sn1I3,C3H5N2,Sn1,I3,1.229,C10,1.113072911,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,1.97,1.43,7.9574,4.3895,3.5679,-4.7681,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2757,C3H5N2Sn1I3,C3H5N2,Sn1,I3,1.196,C9,1.102838471,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,1.92,1.37,39.8591,4.5673,35.2918,-4.7665,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2758,C3H5N2Sn1I3,C3H5N2,Sn1,I3,1.197,C11,1.103148606,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,1.97,1.39,8.8741,4.4234,4.4507,-4.7678,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2759,C3H5N2Sn1I3,C3H5N2,Sn1,I3,1.197,C11,1.103148606,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.02,1.45,9.8697,4.4217,5.4481,-4.7669,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2760,C3H5N2Sn1I3,C3H5N2,Sn1,I3,1.197,C9,1.103148606,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.89,2.21,7.2657,4.4349,2.8308,-4.7698,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2761,C3H5N2Sn1I3,C3H5N2,Sn1,I3,2.505,C9,1.508804601,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.67,2.01,9.508,4.4344,5.0736,-4.7681,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2762,C3H5N2Sn1I3,C3H5N2,Sn1,I3,1.197,C10,1.103148606,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.95,2.21,9.6407,4.434,5.2067,-4.7674,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2763,C3H5N2Sn1I3,C3H5N2,Sn1,I3,2.257,C11,1.431891232,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.71,2,8.0181,4.1375,3.8807,-4.3154,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2764,C3H5N2Sn1I3,C3H5N2,Sn1,I3,1.197,C9,1.103148606,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.94,2.22,7.7591,4.1566,3.6025,-4.3195,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2765,C2H8N1Pb1F3,C2H8N1,Pb1,F3,1.298,C2,1.058441419,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.9,3.52,9.3358,4.4179,4.9179,-4.3201,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2766,C2H8N1Pb1F3,C2H8N1,Pb1,F3,1.303,C2,1.060370769,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,5.37,4.08,15.3839,4.6202,10.7637,-4.3171,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2767,C2H8N1Pb1F3,C2H8N1,Pb1,F3,1.351,C2,1.078892529,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,5.59,4.29,7.6062,4.0878,3.5184,-4.3203,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2768,C2H8N1Pb1F3,C2H8N1,Pb1,F3,1.326,C2,1.069245779,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,6.11,4.71,54.6612,4.2978,50.3634,-4.3187,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2769,C2H8N1Pb1F3,C2H8N1,Pb1,F3,1.318,C2,1.066158819,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,5.76,4.43,9.2296,4.1641,5.0654,-4.3204,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2770,C2H8N1Pb1F3,C2H8N1,Pb1,F3,1.341,C2,1.075033829,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,5.61,4.26,15.3507,4.5998,10.7509,-4.3184,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2771,C2H8N1Pb1F3,C2H8N1,Pb1,F3,1.346,C2,1.076963179,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,6.18,4.77,11.6922,4.4337,7.2585,-4.3248,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2772,C2H8N1Pb1F3,C2H8N1,Pb1,F3,2.135,C2,1.381414612,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,5.15,3.88,8.2134,4.3309,3.8825,-4.3258,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2773,C2H8N1Pb1F3,C2H8N1,Pb1,F3,1.32,C2,1.066930559,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,5.59,4.22,9.5778,4.2567,5.3212,-4.3246,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2774,C2H8N1Pb1F3,C2H8N1,Pb1,F3,1.337,C2,1.073490349,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.15,2.87,9.6612,4.7611,4.9002,-4.3326,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2775,C2H8N1Pb1F3,C2H8N1,Pb1,F3,1.344,C2,1.076191439,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.46,3.19,9.5731,4.7915,4.7816,-4.333,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2776,C2H8N1Pb1F3,C2H8N1,Pb1,F3,1.293,C2,1.056512069,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,5.12,3.8,8.2332,4.7308,3.5024,-4.336,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2777,C3H10N1Pb1F3,C3H10N1,Pb1,F3,1.97,C3,1.317746062,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,5.44,4.17,9.013,4.6998,4.3133,-4.3352,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2778,C3H10N1Pb1F3,C3H10N1,Pb1,F3,1.973,C3,1.318903672,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,5.22,3.8,6.6711,3.9185,2.7527,-4.2826,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2779,C3H10N1Pb1F3,C3H10N1,Pb1,F3,2.076,C3,1.358648282,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,5.52,4.09,8.2963,4.1007,4.1956,-4.2795,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2780,C3H10N1Pb1F3,C3H10N1,Pb1,F3,1.65,C3,1.19426766,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,5.8,4.47,6.0342,3.862,2.1722,-4.282,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2781,C3H10N1Pb1F3,C3H10N1,Pb1,F3,1.608,C3,1.17806112,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,5.68,4.34,6.6579,3.9792,2.6787,-4.281,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2782,C3H10N1Pb1F3,C3H10N1,Pb1,F3,1.774,C3,1.242115541,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,5.27,3.75,5.7252,3.8191,1.9061,-4.2801,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2783,C3H10N1Pb1F3,C3H10N1,Pb1,F3,5.249,N17,3.084644807,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,6.24,4.83,6.3561,3.9984,2.3578,-4.2814,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2784,C3H10N1Pb1F3,C3H10N1,Pb1,F3,2.256,C3,1.428104882,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,5.92,4.6,5.753,3.8441,1.9089,-4.2872,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
